path,kind,size_bytes,sha256,tracked
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/analysis-metadata.json,artifact,680,7c58c14eea88768144cc3e8816be965cc100838b8337fea388438ac9daefc908,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/01-c4-system-context.mmd,artifact,399,1744b9c20cf14448f6b3129236e605b66a9f8ebc88af89a5e658ef33cfecca7a,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/02-c4-container.mmd,artifact,381,a696d9d1f5b70f481d861cb2a5487294044340fccc7d3c20260a22bc9c57dc27,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/03-component-architecture.mmd,artifact,491,231497793bd825bd5f6d6dd3da64e7a6aa8a13717c2f03c089366921e96965ba,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/04-live-run-sequence.mmd,artifact,413,92d255bce705823086f401e22bfd5f3cd8c13ef6c7c534fde7e0327ec7a1cd6c,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/05-login-sequence.mmd,artifact,370,b3da26e2692580459c6aa33b3c03b5e866196918b3a0e220121aa7986044eaca,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/06-approval-sequence.mmd,artifact,397,68624fe9315e04f87433c5c216a24474356a1b8165c2b52f3c3110146db7920c,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/07-data-transfer-flow.mmd,artifact,395,d48976d35806f0cf7e5363c216ecbf25df6450ff78315aa4a81325b15243adf4,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/08-trust-boundaries.mmd,artifact,403,1cea43530e012419a99f7fa38988c4cbc98ecbd25a7e5c74c7151ca00124889d,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/09-run-state-machine.mmd,artifact,520,57a85a4ebea2efc24b4c769715a749f6bf8730e8c3df59a0d68767172502ac2b,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/10-evidence-freshness.mmd,artifact,332,bd2c0a0b53dc996eb244a63d28fbe3de4295f50e5b7ced5161ba57312a171af3,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/11-deployment-architecture.mmd,artifact,324,b96a1b466451120d6617e4a444d4b02a8a9fcb03bf0ca0368fb3dcb101dcb4dc,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/diagrams/12-internal-dependency-graph.mmd,artifact,466,af765c958969e9ccb387c182ddcd390ca280e031ff88161ad74b705d135b1227,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/agent-actions.csv,artifact,336,0b057f1525a81e101a177248cbfa6a19fe881851ab93b92c114395e121a1e11f,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/api-interfaces.csv,artifact,94422,51cbe357a876cd9db7dd0bf17b1d3b3f53005d6981eded4dd49ec7579605b4d0,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/components.csv,artifact,11769,69cf405e9ba1b1983ce16f2dab24599945aa91383e4f3aadc4c2def4f1284e5a,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/controls.csv,artifact,754,fee6187c44f3073059145d194da9fc76b31e226cbc58bff6f618edede181610e,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/databases-and-storage.csv,artifact,275,677834cf582305101a11e11f84f9f641c562667e5af6ddf32977bbaa9cff8be9,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/entry-points.csv,artifact,155,33a430982ee76c3fc0c1dbe0ea2c7060636441095d60b317e7a7f7fc5dfd51c5,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/environment-variables.csv,artifact,753,9893d552445f09637761dede81c6b0ae5d143c1d2dd6b81e69d920d87f6f2a6d,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/events.csv,artifact,1361,b6e9007e8778a9c72a141af71c9a57bb41f98eace52fe56b26a03d26b3f6b588,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/external-services.csv,artifact,196,c81ea34018d8878aea35d3e0f222b55f4e00a3d7f6a87090611b6e21d48f2e3f,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/licenses.csv,artifact,6311,bc6899b065a3f8879b2bddf7ac6cb1c557b77080245956b0ac9553736a55ab50,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/model-assets.csv,artifact,251,91f349e5c39f80a88c41e9f8059f98ae894b85293545c34d22a6be453107c99c,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/native-dependencies.csv,artifact,514,c2093d4d2e908012e464a68e39078b5463a8fb51319e0d37ca2ffa32e9230bc6,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/repository-files.csv,artifact,57494,17e0dc2e7898d3aedc03516676d17bcf59395211d2cc9880b0d3e7a304e26562,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/risks.csv,artifact,3764,15efd50f72a47b0b70c6fcccae96c22aebf32d0fbbde76a3eb8363ba9cbfc8a5,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/signals-and-slots.csv,artifact,2736,494dbb7fc78f2b32e3bf9073cb39a6339d2d99c4dbf0d40eb645a1b4ae3b4d0a,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/technology-stack.csv,artifact,455,dc63289bd9bc226ffae9c6f4aa23b3788c4f02dc2552407aa53250a839285b42,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/tests.csv,artifact,49317,05fc667e58eac8b0fc66795f0b151313ca2bff52bd6754672f4b0446bb789b36,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/inventories/third-party-dependencies.csv,artifact,11044,0836c385c512c7a236187847a7dfdc583c116eac2ba61d12a53271000dfc3657,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/package-manifest.json,artifact,10443,8a5dcd9f47fbaaa810e67859bae13853cc209b6ae8d1d174a238993164b5e2c2,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/01-executive-summary.md,documentation,2536,9db4d5d570f416b5ab483f11aadad6cb353e868de032dd7bac0bfea50e276ab4,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/02-repository-map.md,documentation,2138,9ccd0e7ad30b73f551abd5bfad2e8316a68d6b468984fc7c4f5154937fb3c364,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/03-technology-stack.md,documentation,2086,22bd1388237383044e29ff6a3c6b05641603c6cfd9f649f672ae210896530070,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/04-c4-system-context.md,documentation,1598,fb3f5b03bf20427ae2d458da849887c55ad1fce31a7fb299200811da4f22abf8,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/05-c4-container.md,documentation,1622,3581c5141451130f2921a256802a4fbd25537325d24f26388db2c784fcca0ea8,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/06-component-architecture.md,documentation,1990,6623a8f81dc32832ba03435c7f01e0bc0c48309d606ae71606d09ebbe271c9e2,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/07-runtime-data-flow.md,documentation,2028,3c6edb494f278ccaa5428bf7a9261976033736c80d04d605a7c1a8e1e6c45cb2,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/08-api-interface-inventory.md,documentation,1864,a0147ede8ca667484723b5f3c44f1551547e6ba63fdbbc035990e0e60880c232,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/09-dependency-graph.md,documentation,2027,5406f84d86e80275ec240b8bbe88c5992640b317d8f0f6fdfc041fe62fc9a1a8,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/10-sbom.md,documentation,1853,70982fd9efe79540b799a1c244656c8a6c2424e674211af60ed482c1d7869552,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/11-build-deployment.md,documentation,1909,c73e66519db3d90e78f4cbe733a7c3860b821ca4e0f89afad1af5cf036302117,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/12-configuration.md,documentation,1864,36433d26681661c2b3667ae52ddb733d8bbbfc857ebb61996e27b20e259dc889,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/13-security-boundaries.md,documentation,1927,4ac1fb3a34aeaff079fb601da8951aaae9d26cd1ab2b07ab5cb59148bef8e9d8,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/14-architecture-decisions.md,documentation,1697,45baa3caee9aab9279748136b5084e2aeb9843f0c1677d2502df95150b9165c7,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/15-risks-technical-debt.md,documentation,1701,78fd0645286be8059827389b4114c03505c537f9198a3813523381ebbfe973ef,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/16-local-development.md,documentation,2413,4c697900e3f4fba99bf5af63a06a10d775acd1782dd5fe7c40e4fb2c8563311d,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/17-testing-quality.md,documentation,1736,b58bb5198147cb63b0a99457e6155fe085303275e3eccc0a14e5b1eda8af0517,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/18-observability-operations.md,documentation,1803,9f1b62ba91b5d8c9d467691e9db5c18c1f981ee7c659077ebf2b4a1872f20a9e,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/19-data-retention.md,documentation,1903,6ef67c9729ce701fed9ca8e7f20910f164c6e67c4dcf0fcfa9b3ee548eb1aefc,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/reports/20-open-questions.md,documentation,1896,0b28265adcbde3a9eede2636747cbae9a9cdf3bb44202e832857f853cae3bb74,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/sbom/cyclonedx.json,artifact,62469,8657aa98f821c84d9f6026aad360ed8da69f215dca8c33fda12934dd8055585c,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/sbom/generation-notes.json,artifact,242,25f0668b557ec64ef82999e9c8617709bf99aa6e26cf9db9c229184576f502e3,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/sbom/sbom-report.md,documentation,948,3cbdead1599e97b435c0b06f59cc54f006169ac1a859a1d48b8660d930d9dd76,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/sbom/spdx.json,artifact,47002,fd0313453c90bc5799cb5dffb9a5b83f65881f47f7a082454db6ef60ac3f9f5b,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/validation/archive-validation.json,artifact,131,ee084f0f258aa3976f2b7a9fb6e54a1963a6209f53b0ad05d2c634b0d4a5c307,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/validation/checksums.sha256,artifact,5897,286ca38e0914fe20927979d1e458fcd53f87ccbf02b10c0f40d24c16a7ec052d,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/validation/command-results.json,artifact,4365,9495428d0c5deced86e901dabfc95ffbfb3e3c5ef880fc7f85c507e53474bf15,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/validation/missing-evidence.json,artifact,592,a81cc4337971a23bdde3e6919685f4334dac2e170fc73a0c281587f67efe1538,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/architecture/repository-technical-architecture-package-project_aura-ag-20260725-213848-256779/validation/validation-report.md,documentation,383,5d88b868ceed02204148c11dc4680b3a26208169f1c35415b79efe253aed50b4,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/approvals.jsonl,artifact,398,050fc2807404e691801c16814c9f9c33c16587da643bc0a44f0fc4f81fd61e39,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/commands.jsonl,artifact,705,1a6a3dc121e0f703ff8be2fd0a20469e9b524397cf030c72623070f7708bbe62,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/context.json,artifact,146,305c2662ce559a37cb481e07e31815b956e9277a43898bc79e95f85f553e92ba,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/diff.patch,artifact,382,8ae576545321964efa4909abddbdd26cdd79aa126e8dd4a54fe33b7443fa9e20,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/events.jsonl,artifact,18837,34eda6446b5ad49500b146004d64069b4e5b0e11c2b9c83b5492e1449287c35e,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/evidence.json,artifact,745,4a66c4807e0a27007309ae42071708c8d670125e7d6c7d7beae07ddd26726651,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/export/demo-evidence-packet.zip,artifact,7741,a95c147e91aa3705d9314607042037979908110c53e5986f5f11c0a7c68e685d,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/file-changes.json,artifact,596,1e95d39b47ca7af12885e6566968274af8b90c1b27d9e5a4c5ff08477675ccb6,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/provider.json,artifact,451,abf03c8662f128e139df07c607921fd62db14a3afd3b0401b1072fd94ee687cd,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/report-manifest.json,artifact,2672,db599baad7ed33484c3edcb6995fc8c0b6a42e170ce73753ca49ecb49c45f6c9,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/run.json,artifact,2027,d6576115e29bd8b6e1b57b93a89bb944ab73b3af9ff258cb5bd6f2171a4fd601,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/demo-assurance-approval-001/tests.json,artifact,203,f4bfca6d3ecc476c48e415d180f8e17fa1bf08dff666aa8edfd5013c677ffd3f,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/live-read-only-minimum-001/approvals.jsonl,artifact,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/live-read-only-minimum-001/commands.jsonl,artifact,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/live-read-only-minimum-001/context.json,artifact,174,9831190d9f88c6541801572017b426632737beb574e84015334156e855f73f1d,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/live-read-only-minimum-001/events.jsonl,artifact,11428,fb654f3f5c4153027a5e091124b615bd939d4f678f42150df54f77ab12eb6e55,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/live-read-only-minimum-001/evidence.json,artifact,3,ca3d163bab055381827226140568f3bef7eaac187cebd76878e0b63e9e442356,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/live-read-only-minimum-001/file-changes.json,artifact,18,6ac91cab38eae269a4e6457275b3b956f615a7df03de4b1ce88f44b8110efc30,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/live-read-only-minimum-001/provider.json,artifact,750,8a75128f0eb8f51d8b6f7f7f7c8ff7194b3a215895a9470ebcc2815132ee6864,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/live-read-only-minimum-001/report-manifest.json,artifact,45,55de4490d0add0beacb51ce8a7e8f4a0e0684e057dc87beda66260e791ece2bf,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/live-read-only-minimum-001/run.json,artifact,2052,0b02ecb0d6c639ec51837c2c3af6c0b15f4cbbe4b5e32f529ce6066c9e891bff,yes
artifacts/agent-workspace/2026-07-25-native-agent-mvp/runs/live-read-only-minimum-001/tests.json,artifact,44,b5504a1a5ec241329cb98d77e8709b68917e588a8d79c63e51dfb147d71543b5,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/SOURCE.md,documentation,1124,bf1a7836ae88920eb43d747b8a99a0110aa44fd460b9798a72c4f80d355526d5,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/audio/common_voice_zh-TW_17460970_0000.wav,artifact,135630,1643837c78a745a8be7bd1ac51456e8241015140558edb5c73fda42ff707d524,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/audio/common_voice_zh-TW_21967549_0000.wav,artifact,157134,db8f5dade446cfbbcd1afcc520178ac30d6e5a467f2b2043609a410efa2d6e9b,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/audio/common_voice_zh-TW_22704609_0000.wav,artifact,106446,4c396b26175096642276cc52e2daab62727eabf7f2ec3eb679fb8cd616aa8063,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/audio/common_voice_zh-TW_25343480_0000.wav,artifact,109518,7825b878352bce60fe1399f4883f2f2a5dc59ee7104e7044b4108ef606ed0dc0,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/audio/common_voice_zh-TW_30160712_0000.wav,artifact,111054,7e96ce9c6b558fc88a2fc8bcdc4fdbe52f07dff197feeaa1a6f31830a63ded21,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/error_log.jsonl,artifact,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/event_trace.jsonl,artifact,2891,43ce7ee26323099529832698c72f1247d59a7a86e7a311fe3c1f3688922a9c3b,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/failure_analysis.md,documentation,494,80492daecbd9ae45283a917aec1012cff4435abc57d219c338c23e4e6ee021b8,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/final_decision_report.md,documentation,722,262ec5cea1f76d79698271abea3eb61967c8f3a925e47399fc3d71d1bec34578,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/gpu_metrics.jsonl,artifact,9659,28a49f5ce60d02e5af3d97d7e6aad79f12d20557350b8555b60c39c5ba2340d5,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/latency_report.md,documentation,274,96851033d18abf4c534983b604d05b0a53d305a98e64ba87c3df96a9d98d7f96,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/meetily_stderr.log,artifact,5425,fce9141bd5ac8d85072d15debbfc2f73cee62f8b61ab8304befbf1b502a569e6,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/request_summary.jsonl,artifact,11165,04f61608b706c9d84c27a9755a49334d4b04ef61a43c631182ac056f92dd2c7a,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/run_config.jsonl,artifact,267,f2c661dfadd0c0f9a4c1513f38dcff38722cdad90a17dbf7b33bdc226720d3dc,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/runtime_validity_report.md,documentation,456,fccce0708799af1b4f39703d31e76c90c0744fee816e70a04c31fdd4dd5c091d,yes
artifacts/asr-benchmark/2026-07-13-common-voice24-minimum/source_manifest.jsonl,artifact,2069,0e81ca33fa7135e4bcfd9f5b2d7f32a549abece60603aec283622fbe9ab2317d,yes
artifacts/llm-runtime/2026-07-23-ollama-gemma4-e4b-qat-minimum/error_log.jsonl,artifact,1120,c5125589567daf4ac5bf9dcabb8d15cb94315f36609353ed2b3a809f3dbb8e01,yes
artifacts/llm-runtime/2026-07-23-ollama-gemma4-e4b-qat-minimum/event_trace.jsonl,artifact,2167,8a265be07855568911031ad698931d8862e31022ee7bda9a4f0476ce18bcbdf6,yes
artifacts/llm-runtime/2026-07-23-ollama-gemma4-e4b-qat-minimum/failure_analysis.md,documentation,1225,6d22e69772a1bb89d085502f134244acd04ddd8bfc0810e4223f27cfab817a3f,yes
artifacts/llm-runtime/2026-07-23-ollama-gemma4-e4b-qat-minimum/final_decision_report.md,documentation,1153,d508ef2fbeeb31552f16b7ae379042fbb33c596ad22798ffdf73215700e65bcb,yes
artifacts/llm-runtime/2026-07-23-ollama-gemma4-e4b-qat-minimum/gpu_metrics.jsonl,artifact,815,39e2d8c2b13ca15c6b1577fcb5ea161eb9de5711f7156085deb04653609979e0,yes
artifacts/llm-runtime/2026-07-23-ollama-gemma4-e4b-qat-minimum/latency_report.md,documentation,665,4ba477ad6e47480706eb7927f39e537e35537595fce9d613c5fa76f00a597c5a,yes
artifacts/llm-runtime/2026-07-23-ollama-gemma4-e4b-qat-minimum/request_summary.jsonl,artifact,1200,0c6a84ae667e720fe207a40792eda25f783b0414d004a55cd235b58a0edff342,yes
artifacts/llm-runtime/2026-07-23-ollama-gemma4-e4b-qat-minimum/run_config.jsonl,artifact,686,8a1bff8fc3eaaef937262d9e8bb0011c1a54ff6739c71af9156a430a0847ddab,yes
artifacts/llm-runtime/2026-07-23-ollama-gemma4-e4b-qat-minimum/runtime_validity_report.md,documentation,1382,90263e8c611449db8e392edc8d65dc2e45cdee12a556b7253b82136b068755a4,yes
artifacts/llm-runtime/2026-07-23-ollama-gemma4-e4b-qat-minimum/source_manifest.jsonl,artifact,539,c2662ee4d2f00a7c71498d9df6ad1cadf9a97554922cd8b20cd191ea996327f5,yes
artifacts/stable-daily-assurance/README.md,documentation,1302,0dd4b238286e454b5020d196bf5b085577568624dbca8bc9377e7b8030f1b287,yes
artifacts/stable-daily-assurance/compatibility-matrix.json,artifact,1001,b4016a3f9a4d8b4da99231f01c7eeb439a7a7721448979fb7c7c06bc050c4fd6,yes
artifacts/stable-daily-assurance/evidence-register.csv,artifact,2020,244e7f5b780a21a3eddf1e1413ca1763fd517448333817662d958a20f7fe24b7,yes
artifacts/stable-daily-assurance/live-codex/error-log.jsonl,artifact,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,yes
artifacts/stable-daily-assurance/live-codex/event-trace.jsonl,artifact,7150,147afee35e53ecc38aec66a8a6ccd88ad3634884359ad73f163ee01e713f6fe0,yes
